CODGEO,POP_MUN,TX_TOT_0A24
QP034019,3177,30
QP034020,1955,"28,9"
QP034021,5726,"35,1"
QP034022,3021,"31,5"
QP035001,3583,"28,4"
QP035002,8963,"55,3"
QP035003,5061,"38,6"
QP035004,6443,"34,8"
QP035005,11281,"40,8"
QP035006,1275,"37,6"
QP035007,1152,"31,1"
QP036001,1634,33
QP036002,4877,"43,4"
QP036003,1597,"39,7"
QP036004,1484,"36,8"
QP037001,1095,"43,7"
QP037002,6218,"42,1"
QP037003,1932,"35,1"
QP037004,5286,"35,1"
QP037005,3008,"32,9"
QP037006,1078,"36,9"
QP037007,2546,"47,3"
QP037008,2696,"36,2"
QP037009,8783,"41,1"
QP037010,2018,"39,9"
QP037011,1773,"31,4"
QP037012,1629,"33,6"
QP038001,2785,41
QP038002,940,"39,8"
QP038003,5635,"42,2"
QP038004,1707,"39,8"
QP038005,2036,"34,2"
QP038006,2893,"44,2"
QP038007,12304,"39,5"
QP038008,6629,"40,1"
QP038009,1507,"38,2"
QP038010,1834,"41,8"
QP038011,2473,"37,9"
QP038012,1226,"38,7"
QP038013,2145,41
QP038014,2937,"46,6"
QP038015,2357,"44,9"
QP038016,2061,"41,4"
QP038017,1168,"32,5"
QP038018,1094,36
QP038019,1417,"31,1"
QP038020,1083,"40,2"
QP038021,1253,"39,8"
QP038022,1182,"37,9"
QP038023,2107,"32,9"
QP038024,2641,"41,6"
QP038025,1572,37
QP038026,1672,42
QP039001,2696,"36,3"
QP039002,3580,"35,9"
QP039003,1322,"40,5"
QP039004,975,"32,6"
QP040001,1283,"28,6"
QP040002,1229,"37,3"
QP040003,1233,"32,1"
QP040004,2405,"43,5"
QP040005,1381,"38,7"
QP041001,10703,"42,5"
QP041002,3202,"39,6"
QP041003,1348,"34,8"
QP042001,1257,"44,8"
QP042002,3168,"35,5"
QP042003,1259,"39,2"
QP042004,1108,"35,1"
QP042005,1450,"36,9"
QP042006,2416,"35,9"
QP042007,1186,"38,3"
QP042008,2111,"41,2"
QP042009,2942,"31,8"
QP042010,1156,"40,7"
QP042011,3174,"47,1"
QP042012,7606,"37,8"
QP042013,7324,"39,8"
QP042014,5174,"39,6"
QP042015,2243,"47,2"
QP042016,1882,"41,6"
QP042017,1972,"35,2"
QP042018,1538,"41,4"
QP042019,872,"37,9"
QP043001,1371,"31,3"
QP043002,1122,"33,1"
QP044001,6735,"40,1"
QP044002,1008,"34,3"
QP044003,1109,"36,8"
QP044004,1309,"39,6"
QP044005,16918,"38,8"
QP044006,5075,"43,8"
QP044007,3575,"39,1"
QP044008,5166,"34,8"
QP044009,1927,"29,8"
QP044010,1733,"33,7"
QP044011,1275,"39,9"
QP044012,1164,"34,7"
QP044013,3130,"41,6"
QP044014,5207,"36,9"
QP044015,1437,"44,2"
QP044017,1689,"41,2"
QP044018,2967,"34,8"
QP044019,1539,"42,3"
QP045001,984,"36,2"
QP045002,1193,"38,6"
QP045003,3913,"39,4"
QP045004,3009,35
QP045005,1969,"41,7"
QP045006,1720,46
QP045007,2010,"43,2"
QP045008,1166,40
QP045009,1337,"42,4"
QP045010,11261,46
QP045011,7972,"39,8"
QP045012,1514,"39,5"
QP045013,1223,"42,8"
QP045014,2479,"43,1"
QP045015,1384,40
QP045016,1676,41
QP045017,1515,"34,7"
QP045018,1450,"42,4"
QP045019,1157,"38,3"
QP046001,1036,"39,8"
QP047001,1963,"43,9"
QP047002,1860,"49,1"
QP047003,1482,"32,4"
QP047004,1118,34
QP047005,2520,"32,6"
QP047006,1697,"33,5"
QP047007,1084,"31,8"
QP049001,6236,"40,1"
QP049002,8904,38
QP049003,1375,"44,1"
QP049004,2642,"39,7"
QP049005,7402,"40,2"
QP049006,1450,"43,5"
QP049007,2286,"39,3"
QP049008,2169,"39,9"
QP049009,1510,"38,2"
QP049010,1970,39
QP049011,1973,"38,8"
QP049012,2086,"37,7"
QP049013,3486,"34,1"
QP050001,1222,"26,6"
QP050002,1853,"31,2"
QP050003,1601,30
QP050004,1467,"36,6"
QP050005,6672,"37,2"
QP050006,1754,38
QP050007,1429,"33,4"
QP051001,3622,"39,2"
QP051002,3157,"37,4"
QP051003,11833,47
QP051004,11836,"38,1"
QP051005,4789,"40,5"
QP051006,2515,"34,9"
QP051007,1191,"40,3"
QP051008,1237,"32,5"
QP051009,1651,"40,7"
QP051010,1917,"33,3"
QP051011,1455,39
QP051012,3183,"37,7"
QP052001,1799,"39,4"
QP052002,1289,"29,3"
QP052003,1147,38
QP052004,7470,"35,2"
QP053001,1196,34
QP053002,2214,"44,5"
QP053003,3274,"37,7"
QP054001,979,"32,9"
QP054002,1412,"36,9"
QP054003,1458,"33,2"
QP054004,1420,"27,4"
QP054005,2768,"35,3"
QP054006,1073,"33,6"
QP054007,1161,"36,3"
QP054008,1508,"37,2"
QP054009,2275,"33,5"
QP054010,1038,37
QP054011,1876,"46,1"
QP054012,1810,34
QP054013,2669,"36,2"
QP054014,3602,"38,3"
QP054015,5648,"39,8"
QP054016,15045,"39,4"
QP054017,2579,"33,3"
QP054018,1799,"38,6"
QP055001,2326,"33,7"
QP055002,1609,"43,2"
QP055003,2199,"35,2"
QP056001,1490,"40,4"
QP056002,1147,"34,5"
QP056003,1907,"31,8"
QP056004,1767,"34,8"
QP056005,1654,"35,7"
QP056006,2167,"43,5"
QP056007,1214,"35,6"
QP056008,3439,"44,3"
QP056009,2850,"39,2"
QP057001,1617,"30,9"
QP057002,5870,"30,9"
QP057003,3211,"35,8"
QP057004,1420,"36,9"
QP057005,3595,"35,6"
QP057006,1816,"38,8"
QP057007,2203,"35,7"
QP057008,1371,"36,8"
QP057009,1983,"45,3"
QP057010,1129,"40,9"
QP057011,2482,"35,6"
QP057012,2675,35
QP057013,1224,"32,9"
QP057014,1474,"39,2"
QP057015,3457,"33,7"
QP057016,1078,"36,8"
QP057017,1546,"29,4"
QP057018,3019,"39,9"
QP057020,11013,"42,4"
QP057021,1408,"41,3"
QP057022,3337,"32,1"
QP057023,8782,"36,5"
QP057024,830,"34,5"
QP058001,2531,"37,7"
QP058002,2102,"36,4"
QP058003,1907,"27,7"
QP058004,1601,"25,7"
QP058005,1492,"28,2"
QP059001,1065,"41,3"
QP059002,1331,"34,5"
QP059003,1120,"36,3"
QP059004,1857,"43,3"
QP059005,3168,"37,3"
QP059006,2111,"35,3"
QP059007,2980,"33,3"
QP059008,1794,"39,2"
QP059009,1837,"38,3"
QP059010,1083,38
QP059011,1192,"40,2"
QP059012,1194,"40,5"
QP059013,1470,"37,9"
QP059014,2911,"35,8"
QP059015,1349,"41,6"
QP059016,2064,"39,2"
QP059017,1507,"41,9"
QP059018,1141,"38,9"
QP059019,9396,"39,1"
QP059020,1248,"35,3"
QP059021,10732,"39,2"
QP059022,2319,"35,9"
QP059023,2257,"39,9"
QP059024,1066,"40,9"
QP059025,1935,"35,2"
QP059026,1104,"37,3"
QP059027,2679,"37,9"
QP059028,1822,"37,2"
QP059029,864,"31,9"
QP059030,3189,"38,2"
QP059031,2488,44
QP059032,1282,"38,6"
QP059033,983,34
QP059034,3654,39
QP059035,1227,"35,6"
QP059036,1387,37
QP059037,1040,"37,6"
QP059038,1385,"33,4"
QP059039,1020,"37,4"
QP059040,1633,"35,1"
QP059041,1379,"44,3"
QP059042,2287,"39,8"
QP059043,1683,"31,4"
QP059044,4566,"39,2"
QP059045,1626,"37,1"
QP059046,1539,"33,4"
QP059047,1257,"29,8"
QP059048,1286,"34,4"
QP059049,929,"34,6"
QP059050,13195,"39,7"
QP059051,3451,"40,4"
QP059052,2448,"39,8"
QP059053,1232,"37,5"
QP059054,1172,"42,3"
QP059055,2781,"36,7"
QP059056,1292,"34,3"
QP059057,1477,"39,4"
QP059058,1126,"25,5"
QP059059,1721,"35,4"
QP059060,1274,37
QP059061,4008,"40,4"
QP059062,5912,"36,6"
QP059063,4860,"35,3"
QP059064,8659,"41,9"
QP059065,1141,"40,8"
QP059066,5218,"40,3"
QP059067,2983,"42,4"
QP059068,2483,"37,6"
QP059069,1786,"37,1"
QP059070,1244,"47,7"
QP059071,8042,"41,1"
QP059072,1166,"39,7"
QP059073,1778,"39,2"
QP059074,47687,"42,7"
QP059075,12711,"41,9"
QP059076,1443,"32,4"
QP059077,3445,"38,2"
QP059078,1328,"49,1"
QP059079,1350,"39,5"
QP059080,10603,"38,8"
QP059081,1861,"43,9"
QP059082,69303,"44,9"
QP059083,2132,"39,3"
QP059084,1608,"41,4"
QP059085,4037,"45,6"
QP059086,4204,"42,5"
QP059087,6836,43
QP059088,1435,"37,6"
QP059089,4385,"38,2"
QP059090,5249,"38,3"
QP059091,3310,"39,2"
QP060001,19538,"43,4"
QP060002,3719,"41,5"
QP060003,2349,"38,7"
QP060004,2828,"42,8"
QP060005,2137,43
QP060006,2670,41
QP060007,3059,"43,1"
QP060008,3083,"34,1"
QP060009,4753,"42,1"
QP060010,2703,"44,1"
QP060011,8913,"40,1"
QP060012,1229,45
QP060013,3089,"41,4"
QP060014,1118,"42,9"
QP060015,1285,"31,6"
QP060016,1988,"43,1"
QP060017,1559,"42,4"
QP060018,1315,"41,7"
QP061001,1382,"33,1"
QP061002,2626,"33,8"
QP061003,1047,"29,5"
QP061004,1984,"40,4"
QP061005,1233,36
QP061006,4245,"40,6"
QP061007,2113,"37,7"
QP062001,1088,"36,3"
QP062002,1256,"36,2"
QP062003,1588,"31,1"
QP062004,2413,"39,8"
QP062005,2365,"33,4"
QP062006,994,"40,3"
QP062007,2396,"32,9"
QP062008,3083,"38,5"
QP062009,3347,"37,4"
QP062010,1179,"37,4"
QP062011,5210,"35,4"
QP062012,1889,"35,9"
QP062013,1496,"33,6"
QP062014,1689,"40,5"
QP062015,1213,"37,3"
QP062016,1332,"39,3"
QP062017,2727,"39,7"
QP062018,1729,"36,9"
QP062019,4765,"40,8"
QP062020,2318,"37,7"
QP062021,1850,"36,8"
QP062022,3847,"38,8"
QP062023,2316,"34,2"
QP062024,2215,37
QP062025,4803,"39,2"
QP062026,1497,"45,4"
QP062027,1497,"36,8"
QP062028,7071,"38,3"
QP062029,4819,"40,9"
QP062030,2275,41
QP062031,1232,"39,7"
QP062032,1610,35
QP062033,4072,"38,6"
QP062034,1438,"43,8"
QP062035,2301,"39,9"
QP062036,2896,"42,2"
QP062037,1776,"31,9"
QP062038,1134,"36,8"
QP062039,1092,"44,8"
QP062040,1670,"35,7"
QP062041,1936,"37,2"
QP062042,1049,"47,4"
QP062043,1898,44
QP062044,2183,43
QP062045,2466,"34,9"
QP062046,1231,"37,5"
QP062047,1418,"39,6"
QP062048,1915,"36,8"
QP062049,1487,"37,3"
QP062050,1423,"34,1"
QP062051,8046,"43,3"
QP062052,1455,"36,3"
QP062053,1227,"30,8"
QP062054,2584,"42,1"
QP062055,5477,"41,5"
QP062056,8555,"44,3"
QP062057,2693,"38,7"
QP062058,1849,"38,8"
QP062059,1207,"37,2"
QP062060,1088,"37,9"
QP062061,7023,"38,4"
QP062062,1259,"37,9"
QP062063,1499,44
QP062064,2193,"35,3"
QP063001,1033,"34,4"
QP063002,3413,"35,8"
QP063003,7596,"39,9"
QP063004,4382,"41,3"
QP063005,1928,"38,3"
QP063006,1560,"40,2"
QP063007,1604,"34,4"
QP064001,1649,"29,5"
QP064002,3803,"36,7"
QP064003,4102,"35,7"
QP064004,2057,"38,1"
QP065001,1516,"49,1"
QP065002,2357,"34,1"
QP065003,3316,"31,2"
QP065004,1165,"32,6"
QP066001,1226,"32,7"
QP066002,2630,"38,3"
QP066003,3430,"35,5"
QP066004,2828,"46,5"
QP066005,5101,"43,1"
QP066006,1581,"45,9"
QP066007,2854,"28,5"
QP066008,11358,"38,7"
QP066009,994,48
QP066010,1609,"40,2"
QP067001,1464,39
QP067002,1251,"37,7"
QP067003,1426,"41,1"
QP067004,5957,"40,3"
QP067005,1691,"36,9"
QP067006,2327,"35,1"
QP067007,2701,"41,6"
QP067008,1934,"34,3"
QP067009,2937,"37,6"
QP067010,1875,39
QP067011,12869,"41,9"
QP067012,2251,"39,5"
QP067013,7991,"41,9"
QP067014,5014,"42,1"
QP067015,2949,"37,8"
QP067016,16800,"43,2"
QP067017,4199,"34,9"
QP067018,2493,"31,9"
QP067019,1259,"41,6"
QP067020,1461,39
QP067021,2401,"41,2"
QP068001,1901,"39,1"
QP068002,10191,"40,7"
QP068003,8111,"44,4"
QP068004,4419,"40,7"
QP068005,34043,"38,4"
QP068006,4674,"38,2"
QP068007,1263,"38,7"
QP068008,1893,"45,2"
QP068009,1889,"35,7"
QP068010,1139,"45,6"
QP069001,1782,"38,7"
QP069002,2283,"46,1"
QP069003,985,"36,1"
QP069004,3129,"32,3"
QP069005,810,"37,5"
QP069006,1201,"47,7"
QP069007,4066,"39,7"
QP069008,4923,46
QP069009,1517,"33,9"
QP069010,4759,"37,6"
QP069011,6686,"40,9"
QP069012,3285,"45,7"
QP069013,1336,"33,1"
QP069014,2408,"39,8"
QP069015,21966,"43,8"
QP069016,5976,"39,7"
QP069017,1372,"42,9"
QP069018,20491,"43,6"
QP069019,2241,45
QP069020,2224,"43,5"
QP069022,5000,36
QP069023,2193,"46,1"
QP069024,1712,"35,6"
QP069025,2092,"37,6"
QP069026,2265,"41,4"
QP069027,1605,"38,3"
QP069028,15721,"39,6"
QP069029,1541,38
QP069031,5773,"40,9"
QP069032,1275,"40,2"
QP069034,1409,"41,5"
QP069035,15236,"36,9"
QP069036,2801,"37,1"
QP069037,7585,"41,9"
QP069038,1965,34
QP069039,1689,"28,8"
QP069040,1035,"41,6"
QP069041,1225,"36,3"
QP069042,1987,"44,8"
QP069043,1350,46
QP070001,2971,"34,3"
QP070002,1378,"34,2"
QP070003,1210,"31,4"
QP070004,1171,"36,5"
QP070005,890,"35,9"
QP071001,2994,"35,7"
QP071002,1109,"37,4"
QP071003,5955,"41,1"
QP071004,1904,40
QP071005,2376,"38,1"
QP071006,2057,"40,2"
QP071007,1382,"37,5"
QP071008,1265,"35,8"
QP071009,1323,"32,4"
QP071010,1029,"28,8"
QP071011,1509,"35,4"
QP071012,1059,28
QP071013,1256,"41,5"
QP072001,1323,"36,4"
QP072002,5407,"35,2"
QP072003,4264,"44,8"
QP072004,6000,"37,8"
QP072005,9714,"43,3"
QP072006,880,"40,2"
QP072007,1202,"40,1"
QP073001,3578,"36,7"
QP073002,6270,"39,4"
QP073004,1170,"37,8"
QP074001,3726,"41,5"
QP074002,1635,"34,9"
QP074003,1168,"35,2"
QP074004,1628,"44,5"
QP074005,1097,"40,7"
QP074006,2245,"38,4"
QP075001,2127,"33,4"
QP075002,2119,"27,9"
QP075003,2431,"29,7"
QP075004,2371,"27,4"
QP075005,781,"30,2"
QP075006,1504,"38,7"
QP075007,3697,"29,6"
QP075008,3664,"32,5"
QP075009,2346,27
QP075010,14152,"33,6"
QP075011,7447,"37,8"
QP075012,13232,"28,1"
QP075013,5120,"37,6"
QP075014,14197,"33,2"
QP075015,13253,"31,2"
QP075016,7799,"32,2"
QP075017,1369,"25,7"
QP075018,1146,"32,3"
QP075019,19541,"32,3"
QP075020,28021,"29,1"
QP076001,1020,"35,5"
QP076002,3241,"34,1"
QP076003,1809,"36,4"
QP076004,1998,"38,1"
QP076005,9038,"40,2"
QP076006,9221,"37,9"
QP076007,1915,"43,8"
QP076008,1841,"45,1"
QP076009,2628,"35,6"
QP076010,16493,"40,8"
QP076011,5089,"40,2"
QP076012,2749,"45,4"
QP076013,1883,38
QP076014,6573,"36,5"
QP076015,1063,"39,3"
QP076016,1099,"40,1"
QP076017,1407,33
QP076018,1247,"39,5"
QP076019,1880,"37,4"
QP076020,3003,"39,7"
QP076021,1981,"38,6"
QP076022,10314,"43,5"
QP076023,4779,41
QP076024,1140,46
QP076025,1333,"45,6"
QP076026,2241,"39,8"
QP076028,2912,"37,1"
QP077001,1818,"43,9"
QP077002,1803,"45,3"
QP077003,996,"41,3"
QP077004,1689,"44,5"
QP077005,3238,"45,9"
QP077006,2677,"45,3"
QP077007,3848,"40,7"
QP077008,8064,"41,8"
QP077009,6217,"44,7"
QP077010,8590,"43,5"
QP077011,2752,"43,8"
QP077012,5283,"43,6"
QP077013,14683,"42,2"
QP077014,5824,"45,2"
QP077015,1617,"40,3"
QP077016,1203,"37,7"
QP077017,2944,"42,7"
QP077018,2034,"42,4"
QP077019,2789,"40,8"
QP077020,3056,"41,4"
QP077021,2015,"38,3"
QP077022,3867,"44,6"
QP077023,3033,"45,3"
QP077024,1022,"46,6"
QP078001,21352,"41,4"
QP078002,2515,"46,6"
QP078003,1194,"50,9"
QP078004,2985,"39,7"
QP078005,3257,"40,4"
QP078006,17281,"42,6"
QP078007,2136,"36,3"
QP078008,3918,"40,3"
QP078009,1606,"38,2"
QP078010,2892,"45,4"
QP078011,5723,"44,5"
QP078012,2472,"37,2"
QP078013,3503,"42,3"
QP078014,1906,"38,6"
QP078015,8697,"41,8"
QP078016,710,"31,8"
QP078017,3279,"44,2"
QP078018,1646,"43,5"
QP078019,5594,"35,6"
QP078020,1750,"49,5"
QP078021,10629,"41,7"
QP078022,1940,"40,6"
QP079001,2791,"35,8"
QP079002,1320,"38,3"
QP079003,1731,"43,5"
QP079004,978,"26,8"
QP079005,1067,"38,5"
QP080001,7061,"46,2"
QP080002,2492,"43,7"
QP080003,15846,"42,3"
QP080004,1199,"46,6"
QP080005,2879,"40,5"
QP080006,1823,"46,8"
QP080007,1957,"44,8"
QP080008,3664,"37,1"
QP080009,1071,"40,8"
QP081001,1283,"34,8"
QP081002,1254,36
QP081003,1298,"36,7"
QP081004,2116,"39,9"
QP081005,1649,"34,3"
QP081006,2106,"39,1"
QP081007,1782,"40,5"
QP081008,1244,"42,6"
QP081009,1877,27
QP081010,1173,"32,9"
QP081011,2701,"29,5"
QP082001,3551,"36,4"
QP082002,3802,"38,2"
QP082003,2470,30
QP082004,1202,"35,1"
QP083001,947,"32,5"
QP083002,4408,"34,3"
QP083003,2524,"40,3"
QP083004,1541,"34,6"
QP083005,1467,"41,1"
QP083006,2034,"29,7"
QP083007,2361,"40,8"
QP083008,9334,"40,1"
QP083009,3080,"32,7"
QP083010,4016,"40,5"
QP083011,2109,"40,6"
QP083012,1301,"47,1"
QP083013,3015,"25,5"
QP083014,1135,"34,6"
QP083015,1850,"34,8"
QP083016,8632,"28,1"
QP083017,1811,"37,1"
QP083018,2786,"41,5"
QP083019,1823,"33,8"
QP083020,2002,"35,7"
QP083021,1647,"43,1"
QP084001,1590,35
QP084002,17186,"41,1"
QP084003,4612,"43,2"
QP084004,2813,"41,8"
QP084005,741,"18,3"
QP084006,2962,42
QP084007,1642,"31,3"
QP084008,2990,"31,5"
QP084009,1871,"35,5"
QP084010,1142,"43,6"
QP084011,1412,"40,9"
QP084012,4362,"36,1"
QP084013,1130,"35,3"
QP084014,1434,"37,1"
QP084015,1248,"46,3"
QP084016,1536,37
QP084017,3307,34
QP084018,1140,"42,6"
QP084019,1783,"34,9"
QP084020,5069,"40,4"
QP084021,1100,"29,5"
QP084022,2449,"36,5"
QP085001,2545,"34,8"
QP085002,1167,"36,1"
QP085003,1463,"40,6"
QP085004,1634,"28,9"
QP086001,4270,"38,6"
QP086002,2599,"43,2"
QP086003,1157,"38,7"
QP086004,4149,"38,5"
QP086005,9120,"39,2"
QP086006,1934,"36,2"
QP087001,1261,"37,3"
QP087002,3699,"39,3"
QP087003,1516,35
QP087004,5640,"39,9"
QP087005,4008,"48,3"
QP087006,3949,"39,1"
QP087007,1679,"26,9"
QP087008,2328,"35,6"
QP087009,1434,"32,5"
QP088001,1248,"37,3"
QP088002,3712,"41,4"
QP088003,1165,"36,1"
QP088004,1336,"33,9"
QP088005,2949,"35,8"
QP088006,2686,37
QP089001,1663,"33,6"
QP089002,3602,"39,2"
QP089003,1011,"41,7"
QP089004,970,"39,6"
QP089005,2060,"48,6"
QP089006,5636,"39,8"
QP089007,1245,"35,3"
QP090001,1655,"49,8"
QP090002,2430,36
QP090003,1900,"28,2"
QP090004,10048,"39,4"
QP090005,1107,"34,7"
QP091001,916,"39,5"
QP091002,5662,"41,5"
QP091003,6134,"42,7"
QP091004,1478,"45,7"
QP091005,1072,"31,7"
QP091006,5402,"39,6"
QP091007,1460,"42,2"
QP091008,1087,"42,7"
QP091009,1211,"36,9"
QP091010,6059,"41,3"
QP091011,2722,"46,8"
QP091012,6575,46
QP091013,1523,"43,9"
QP091014,2573,"44,4"
QP091015,2681,"41,2"
QP091016,5182,"46,3"
QP091017,12722,"42,3"
QP091018,2713,"44,5"
QP091019,3286,44
QP091020,1568,43
QP091021,2272,38
QP091022,1641,"40,6"
QP091023,2401,"45,5"
QP091024,1459,"36,6"
QP091025,5166,"40,9"
QP091026,16369,"45,6"
QP091027,13198,"45,8"
QP091028,3820,"41,7"
QP091029,1370,"50,3"
QP091030,4670,"40,7"
QP091031,2957,"46,3"
QP091032,2562,47
QP091033,5299,"44,1"
QP091034,3277,"44,6"
QP091035,904,"24,9"
QP091036,1495,"45,8"
QP091037,2599,"46,5"
QP091038,1587,"50,2"
QP091039,3726,"36,7"
QP092001,2525,"33,4"
QP092002,1692,41
QP092003,3344,"35,9"
QP092004,3647,"38,8"
QP092005,5660,"37,8"
QP092006,5156,"35,9"
QP092007,13535,"39,1"
QP092008,1789,"38,4"
QP092009,1886,"38,8"
QP092010,4438,"40,8"
QP092011,6512,"36,6"
QP092012,6872,"39,2"
QP092013,8688,"34,8"
QP092014,2881,27
QP092015,8217,39
QP092016,6924,"36,9"
QP092017,2564,"26,8"
QP092018,2422,28
QP092019,11729,"39,4"
QP092020,1557,"41,9"
QP092021,1100,"31,6"
QP093001,1687,"36,3"
QP093002,2282,"40,1"
QP093003,29428,"45,9"
QP093004,3590,"37,4"
QP093005,3962,"34,4"
QP093006,1143,"37,2"
QP093007,3949,"43,9"
QP093008,2457,"36,6"
QP093009,15461,"35,9"
QP093010,8539,"38,2"
QP093011,25853,"39,1"
QP093012,3766,"37,6"
QP093013,3829,"43,9"
QP093014,29831,"39,4"
QP093015,7148,35
QP093016,3734,39
QP093017,3455,"40,8"
QP093018,13389,"37,1"
QP093019,3768,"40,3"
QP093020,3231,45
QP093021,5049,"40,7"
QP093022,1897,"37,8"
QP093023,6185,"32,8"
QP093024,9327,"30,5"
QP093025,2001,"41,3"
QP093026,2223,44
QP093027,1827,"38,2"
QP093028,114891,"36,7"
QP093029,7306,"41,3"
QP093030,10654,"40,2"
QP093031,11390,"40,5"
QP093032,1450,"37,6"
QP093033,2636,"37,8"
QP093034,1484,39
QP093035,9998,"41,5"
QP093036,2093,"39,1"
QP093037,4498,"37,4"
QP093039,40243,"35,1"
QP093040,7367,"44,1"
QP093042,7024,"37,3"
QP093043,9607,"39,1"
QP093044,2021,"31,7"
QP093045,8351,"29,2"
QP093046,3065,"33,7"
QP093047,3638,"34,5"
QP093048,18454,"41,3"
QP093049,9250,"41,6"
QP093050,5689,"38,8"
QP093051,6901,46
QP093052,9587,"44,3"
QP093053,7297,"42,6"
QP093054,45563,43
QP093055,16093,"41,1"
QP093056,4760,"41,8"
QP093057,1785,"43,1"
QP093058,7157,"40,2"
QP093059,1733,"44,2"
QP093060,7376,"42,3"
QP093061,3976,"44,8"
QP093062,3641,"38,3"
QP093063,1662,"38,1"
QP094001,1382,"34,2"
QP094002,1708,"34,3"
QP094003,5301,"42,7"
QP094004,3346,"33,5"
QP094005,7138,"41,1"
QP094006,1149,"35,9"
QP094007,1032,"28,3"
QP094008,2758,"34,9"
QP094009,5079,"30,4"
QP094010,1620,33
QP094012,3680,"38,6"
QP094013,11009,"37,4"
QP094014,1999,"40,8"
QP094015,1979,"36,1"
QP094016,2390,"33,6"
QP094017,1716,"40,8"
QP094018,1491,"38,3"
QP094019,867,"33,3"
QP094020,1207,"35,2"
QP094021,3066,"34,9"
QP094022,1979,"31,5"
QP094023,1475,39
QP094024,4001,33
QP094025,479,"21,5"
QP094026,4838,"39,7"
QP094027,12303,"41,7"
QP094028,1890,"36,1"
QP094029,1563,"41,1"
QP094030,2378,"38,4"
QP094031,7181,"38,6"
QP094032,2655,"38,4"
QP094033,1577,34
QP094034,2425,"42,7"
QP094035,10107,"42,3"
QP094036,2317,"37,8"
QP094037,3041,"35,4"
QP094038,7065,"42,3"
QP094039,1914,"34,4"
QP094040,1683,"35,8"
QP094041,5794,"38,9"
QP094042,2259,"35,2"
QP095001,1477,"44,6"
QP095002,765,"19,1"
QP095003,1732,"46,2"
QP095004,2175,"36,8"
QP095005,14127,"42,2"
QP095006,9258,"40,9"
QP095008,2763,"37,3"
QP095009,4448,"36,9"
QP095010,1486,39
QP095011,9076,"45,3"
QP095012,1147,"43,4"
QP095013,1740,"41,7"
QP095014,2107,"46,9"
QP095015,3211,"40,7"
QP095016,2408,"38,8"
QP095017,3136,"33,5"
QP095018,1099,"41,3"
QP095019,1489,"45,6"
QP095020,1420,"35,8"
QP095021,2468,"40,6"
QP095022,1079,"32,1"
QP095023,1687,"39,8"
QP095024,1151,"46,2"
QP095025,2962,"42,7"
QP095026,1339,"42,2"
QP095027,4726,"40,1"
QP095028,1016,"47,7"
QP095029,1055,"45,5"
QP095030,1976,"37,9"
QP095031,8210,"42,8"
QP095032,30892,"40,4"
QP095033,35912,"42,1"
QP095034,15243,"40,4"
QP095035,1036,"43,1"
QP095036,4267,"41,4"
QP095037,2802,"38,4"
QP095038,15355,"41,7"
QP095039,2479,41
QP095040,3131,43
QP095041,2681,"38,9"
QP971001,4138,38
QP971006,3119,"29,9"
QP971015,4197,37
QP972001,12062,"29,5"
QP973004,3497,51
QP973011,5681,"49,5"
QP973014,4104,51
QP973016,8286,"56,5"
QP973017,3689,"51,2"
QP973018,3054,"51,5"
QP973021,9146,"49,3"
QP973023,2959,"47,5"
QP973027,4730,"63,5"
QP973028,3111,"55,1"
QP973029,4711,"60,4"
QP973030,9155,"69,7"
QP973031,3740,"55,6"
QP973032,5815,"64,1"
