CODGEO;POP_MUN;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
245701388;40311;52;26,7;25,6;27,5;29,2;0,8;33,9;1,7;5,8;5,5;6999;17558;1152;2741;473;2633;677;442;85;7476;1073;1150;1986;1477;1093;697;0
245804406;67158;52,9;26,8;24,1;32,4;36,3;0,7;44,1;1,1;5,5;5,1;15677;32397;2418;8415;1011;3833;963;1461;;12096;1669;1782;3101;2664;1838;1042;0
245804463;16879;52,3;22,9;21,2;37,7;40,6;0,5;40,6;1;3,6;3,1;2655;6273;437;1176;161;881;229;217;;2588;341;382;730;542;395;198;0
245900410;1129061;52;35,7;34,1;19,3;21,6;1,4;37,7;2,5;7,4;7;290696;672982;42803;142373;16153;89367;27743;22836;;276855;43253;43518;73297;54707;36360;25720;0
245900428;198814;;;;;;;;;;;;;;;;;;;;;;;;;;;2
245901152;72830;51,9;32,8;30,9;22,8;25,6;1,2;26,8;2,6;1,8;1,7;14980;40220;2522;5228;1033;6197;1810;960;;17989;2451;2659;4865;3697;2584;1733;0
245901160;190459;51,9;33,3;31,4;22,5;25,6;1,2;35,4;2,6;4,6;4,1;47224;110946;7599;21594;3414;14617;4447;3734;3375;45741;6751;7170;12106;9096;6284;4334;0
246000111;72289;51,1;38,6;36,7;17,5;19,1;1,8;31;6,4;20;19,4;18573;50665;3200;6989;1244;7140;3185;1032;162;23703;3840;3965;6391;4576;2890;2041;0
246000129;23408;49,8;31,3;30,1;21,4;23,4;1,2;26,9;2,1;5,1;4,4;4152;11688;706;1316;196;1934;549;325;16;5411;824;845;1618;1095;642;387;0
246000376;37217;51,1;30,4;29,1;22,1;24,2;1,1;29,6;1,4;2,6;2,5;6628;17829;1214;2231;270;2913;646;463;48;8014;1218;1227;2221;1635;1100;613;0
246000582;35059;;;;;;;;;;;;;;;;;;;;;;;;;;;2
246000756;33313;51,2;32,4;30,4;23,7;25,8;1,2;29,9;3;6,6;5,9;6405;17259;1140;2294;366;2605;812;407;19;7911;1052;1191;2205;1682;1140;641;0
246000830;79781;;;;;;;;;;;;;;;;;;;;;;;;;;;2
246000871;54439;50,9;32;31,1;20;21,3;1,4;24,9;2,1;3,6;3,6;8373;26095;1315;1985;286;4787;1230;461;19;12675;1815;1849;3507;2759;1834;911;0
246000921;34124;50,9;30,5;28,9;21,8;23,2;1,2;26,8;1,7;4,2;4,3;5664;16104;988;1699;241;2736;678;382;15;7453;1109;1124;2061;1600;1018;541;0
246001010;70970;51,8;32,7;30,6;23,1;25,7;1,1;41,2;1,7;7,8;7,4;16255;37478;2513;8037;704;5001;1518;1199;2516;15517;2394;2416;4155;3198;2158;1196;0
246100663;54366;52,4;29,4;27,3;29,6;32,5;0,8;39,7;1,4;3,8;3,6;11497;26170;1803;5677;584;3433;986;1146;;10691;1516;1608;2902;2281;1589;795;0
246200018;15665;51,5;30,5;28,9;23,4;25,8;1,1;27,2;1,8;0,6;0,4;2987;7990;438;1048;182;1319;310;208;14;3493;489;502;989;733;478;302;0
246200299;124299;52,3;33,2;31,2;22,2;25,2;1,3;29,9;2,8;2,6;2,6;28337;74303;4601;10361;2226;11149;3365;1956;61;32600;4830;4974;8727;6609;4423;3037;0
246200299246200364;365944;52,2;32,9;30,9;22,6;25,7;1,2;31;2,7;2,5;2,4;84979;217877;13729;32247;7071;31932;9507;6066;707;93868;13623;14380;24891;18977;12875;9122;0
246200364;241645;52,2;32,7;30,8;22,8;26;1,2;31,5;2,7;2,5;2,3;56642;143574;9128;21886;4845;20783;6142;4110;646;61268;8793;9406;16164;12368;8452;6085;0
246200380;22048;50,9;31,4;30;23,2;24,8;1,1;23,4;1,9;0,9;0,8;3783;10817;546;1100;250;1887;479;246;9;4889;654;728;1267;1096;728;416;0
246200455;69090;50,8;32;30,5;23,1;25,8;1,1;31,7;2,1;1,6;1,3;14628;36993;2444;5722;1088;5374;1567;1224;371;15910;2225;2360;4171;3318;2287;1549;0
246200729;117208;52,5;31,2;28,9;25,5;28,7;1;35,4;1,9;1,6;1,2;25832;61036;4418;11361;1888;8165;2243;2076;664;25096;3436;3589;6560;5248;3703;2560;0
246200802;34979;51,9;30,2;29;24,6;27,3;1;26,7;2,1;0,4;0,4;6011;16465;922;2007;350;2732;664;396;34;7367;975;1010;2107;1619;1065;591;0
246201115;31204;52,7;26,8;24,9;32;35;0,7;34;1,5;1;0,8;5561;13950;773;2241;380;2167;541;466;99;5841;758;845;1579;1248;854;557;0
246201149;95601;50;35,4;32,1;21,1;24,9;1,3;35,7;2,1;5,9;1,7;23027;54836;4335;9995;1585;7112;2055;1989;734;23112;3156;3489;6248;4671;3218;2330;0
246300701;283680;52,6;31,4;30,2;25,6;28,3;0,9;46,4;1;7,5;7;71426;145495;8873;40763;3900;17890;4572;7237;14711;52355;8351;7962;13778;10726;7085;4453;0
246301063;15157;52;26,5;25;31,4;34,6;0,7;39,2;1,4;7,1;6,8;3403;7859;471;1593;239;1100;314;283;49;3118;420;441;821;683;475;278;0
246400030;126072;53,7;24,2;21,8;32,1;36,2;0,6;47,4;0,6;5;4,8;29279;57790;4416;16434;1468;6961;1149;2275;2380;20124;3075;2814;5317;4169;2974;1775;0
246401723;145247;52,8;28,6;26,6;28,2;31,4;0,8;47;0,9;7,1;6,8;36162;72047;5334;20581;2015;8232;1883;3035;4778;25730;3769;3782;6688;5241;3841;2409;0
246500565;77357;52,9;28,1;24,9;31,9;35,7;0,7;46,1;0,8;4,4;4,4;20259;41034;3205;11274;1147;4633;1141;1811;2444;15072;2149;2282;3934;3137;2219;1351;0
246700488;475904;52,3;33,3;32,1;21,4;23,3;1,1;41,4;1,9;12,2;12;124595;271028;15982;66345;7676;34592;10457;10313;;103840;16995;16499;27425;20317;13320;9284;0
246701072;29744;51,3;26,5;25,5;26,9;28,8;0,8;30,5;1,4;4,8;4,7;4441;12236;687;1495;206;2053;502;321;;5541;785;842;1431;1200;816;467;0
246701189;22980;51,5;29,2;28,6;24,5;26,3;1;26;2,2;6,8;6,8;4188;10745;600;1689;193;1706;462;309;5;4667;710;714;1242;996;655;350;0
246800247;53111;50,6;27,9;26,7;22,4;24,1;1;35,4;1,6;17,6;16,8;6472;17487;1144;2241;365;2722;789;365;;7925;1149;1228;2205;1693;1081;569;0
246800726;103013;51,8;29;26,9;25,3;27,8;0,9;37,1;1,3;8,8;8,4;18853;46049;3210;7975;1020;6648;1790;1440;;19505;3063;3061;5218;3963;2640;1560;0
246900757;29337;51,4;30,6;29,2;25,5;27;1;25,6;1,9;3,8;3,9;4825;15180;709;1142;142;2832;754;298;34;7378;1090;1202;2090;1594;930;472;0
247000011;32767;52,1;27,2;25;28,6;31,2;0,8;42,7;1,1;4,9;4,8;7118;15664;1145;3514;466;1993;543;668;225;6135;848;889;1633;1364;907;494;0
247000664;19717;51,5;28,5;27;27,4;29,7;0,9;34,7;1,6;4,1;4;3542;9147;610;1349;185;1398;363;246;24;4017;543;600;1066;887;575;346;0
247000722;19675;50,7;27,7;25,8;27,5;29,3;0,9;32;1,6;3;3,2;3288;8961;552;1136;137;1463;370;202;;4076;564;621;1093;924;579;295;0
247000755;14295;;;;;;;;;;;;;;;;;;;;;;;;;;;2
247100290;94210;52,2;25,1;23;34,4;37,5;0,6;39;1,1;5,4;5,2;17126;40242;2463;7845;1133;5685;1510;1168;;16347;2271;2508;4438;3380;2435;1315;0
247100589;106015;51,7;28,6;26,6;27,5;30,2;0,9;39;1,5;5,6;5,5;20441;49518;3225;8987;1093;7136;1970;1835;;20906;3055;3179;5695;4525;2940;1512;0
247104193;61889;52,1;28,3;26,1;27,8;30,7;0,8;40,2;1,4;8,2;7,4;12483;30874;1836;5427;636;4584;1386;1139;219;13181;2085;2061;3643;2643;1785;964;0
247200090;29392;51,4;30,8;29,4;25,7;28,2;1;33,5;1,8;4;3,9;4853;13220;755;1781;244;2073;636;453;57;6051;775;912;1617;1326;965;456;0
247200132;199095;52,7;31;28,9;27,3;30,2;0,9;42,8;1,6;5,6;5,5;46309;105532;8210;22599;2474;13026;3804;4779;3977;43762;6389;6803;11632;8930;6110;3898;0
247300049;58563;51,7;27,5;25,7;28,8;31,7;0,8;39,9;1;5;4,7;11041;26801;1468;4928;439;4206;912;830;1175;11123;1721;1711;3004;2370;1556;761;0
247300098;125416;52,2;30,8;29,3;24,9;27,6;1;39,7;1,4;7,2;7;27824;65191;3849;13168;1372;9435;2510;2355;;26630;4204;4030;7162;5470;3713;2051;0
247300767;43610;51;27,7;26,1;27,9;30,7;0,8;36,7;1,5;7,4;7;7584;20257;1234;2717;375;3258;883;575;57;9050;1324;1387;2499;1941;1250;649;0
247400690;39787;51,2;31,7;30,4;16,6;18;1,6;34,6;1;21,6;22,6;4170;11752;697;1232;178;2063;460;250;97;5336;1111;1006;1398;951;571;299;0
247600331;28768;53,2;29,1;27,1;28,6;31,5;0,8;36,3;1,3;0,7;0,5;5942;13921;983;2563;494;1902;468;489;;5654;693;776;1541;1251;847;546;0
247600596;235953;52,6;31,3;29,1;25,3;28;1;39,3;1,6;4,8;4,4;56865;129393;10603;27262;2885;16115;4349;4477;3808;53497;8053;8213;14178;10734;7314;5005;0
247600646;23152;52,1;30;28,1;24,7;27,6;1;29,7;1;1,2;0,9;5011;13283;845;1724;281;2161;451;351;;5838;843;891;1603;1205;796;500;0
247600786;48381;53,3;26,6;24,3;31,9;35,2;0,7;40,1;1,2;1,6;1,4;10789;23360;1836;5318;786;2849;706;1011;121;9028;1274;1347;2292;1895;1384;836;0
247700024;28177;51,3;32,3;31,2;21,6;23,3;1,3;28,5;2,6;7,3;7;5002;14454;852;1531;198;2421;742;343;28;6841;1004;1033;1886;1462;934;522;0
247700057;109274;52;34,8;33,1;19,4;21,4;1,5;34,5;3,4;15,4;14,7;24318;64302;4834;9232;1116;9136;3155;1609;552;29695;5094;4915;7944;5625;3595;2522;0
247700107;35309;51,4;35,1;33,1;22,1;23,7;1,3;28,7;4,1;14,7;14;7706;21974;1603;2439;445;3219;1236;475;;10580;1536;1565;2870;2210;1421;978;0
247700123;34089;53,4;28,1;26;27,2;30,2;0,8;44,2;1,2;10,7;10,4;5787;14639;1085;2358;235;2109;640;389;368;6499;940;943;1725;1360;975;556;0
247700370;105051;50,9;37,7;36,5;14,6;15,4;2,1;24,6;3,9;10;9,7;20457;62682;4161;5343;615;10338;3430;1325;486;31253;4608;4659;8596;6534;4143;2713;0
247700594;92726;51,2;33,8;32,7;15,8;16,7;1,7;29,7;2,2;9,6;10;17182;49301;3185;5127;552;8318;2043;1343;324;23247;3733;3554;6495;4766;2868;1831;0
247700628;89058;51;35,7;33,3;17,1;19,1;1,7;30,2;3,3;11,2;10,5;18982;52052;4010;6459;780;7733;2395;1348;;24577;4129;3901;6640;4759;3083;2065;0
247700677;77609;52,3;34,2;32,4;19,2;20,4;1,5;29;3,2;13,1;12,9;14549;43131;2879;4072;499;7099;2200;761;206;20955;3343;3333;5860;4286;2524;1609;0
247800014;117528;50,7;34,5;33,4;20,5;21,6;1,4;28,6;4,3;14,4;13,4;23589;67430;3944;7943;1113;10589;3862;1483;213;32092;5416;5226;8669;6200;4013;2568;0
247800451;144945;50,8;35,7;34,8;16;16,6;1,8;29;3,3;11;11;27988;80733;4910;9211;884;12983;4267;1712;1888;38804;6014;6262;10788;7809;4915;3016;0
247800634;37773;50,6;30,7;29,7;23,1;24,7;1,1;29,6;1,8;7,8;7,7;5811;17533;956;1636;144;3075;882;376;173;8494;1206;1280;2297;1836;1201;674;0
247800659;170920;51,8;32;30,2;20,7;22,6;1,3;29,8;2,2;11,5;11,6;26983;81874;4227;7374;756;14626;3890;1318;548;39483;5801;6152;10767;8439;5220;3104;0
247900798;36176;51,2;26,7;25,5;31,2;33,5;0,7;33,7;1,1;2,4;2,4;5854;14813;819;2342;391;2302;544;518;89;6318;878;925;1818;1375;901;421;0
248000531;175259;52,3;35,9;34,1;21;23,3;1,2;42,4;1,8;6;5,6;50528;100915;6889;29222;3248;11169;3224;4686;;36075;5486;5413;9425;7141;5010;3600;0
248000556;30468;52,9;28,8;26,6;29,1;32,2;0,8;36,9;1,8;1,2;1,1;6995;15506;1293;3243;569;1890;468;590;100;6115;798;864;1547;1306;958;642;0
248100380;51326;51,8;27,8;26,7;29,6;31,6;0,8;30,8;1,5;4,5;4,4;9743;25031;1624;3677;525;3917;930;598;56;10857;1443;1572;3009;2389;1594;850;0
248100430;78654;52,5;26,7;24,6;33,1;36;0,7;39;1,3;4,4;4,3;15806;36370;;7533;;4706;;;;14965;;;;;;;0
248100737;81365;53,4;28,5;26,5;30,9;33,4;0,7;42;1,2;4,3;4,1;18934;39401;2815;10335;1008;4776;1077;1686;2359;14760;1988;2138;4001;3200;2173;1260;0
248200099;71075;52,1;29,7;27,7;26,4;29;0,9;36,7;1,6;7,5;6,9;16202;38580;2725;7188;904;5385;1460;1449;;16146;2334;2290;4317;3544;2387;1274;0
248200164;29136;50,7;28,8;26;29,9;32,2;0,8;31,6;2,6;10;9,3;5232;13318;865;2096;314;1957;590;381;34;5826;833;853;1661;1260;795;424;0
248300493;105303;51,3;27,2;25,7;29,7;31,7;0,8;32,5;1,5;7;6,7;19654;49412;;7597;;7346;1789;1296;;21366;3120;3159;5931;4519;3008;1629;0
248300527;38859;51,5;29,2;27,6;28,9;30,5;0,9;30,7;1,9;6,1;5,8;7550;19105;1409;2934;426;2781;735;528;30;8345;1083;1218;2350;1828;1198;668;0
248300543;425511;52,5;26,2;24;31,3;34,2;0,7;39,7;1,2;4,3;4,1;91431;203791;16140;43732;4980;26579;6159;6058;3435;80743;12691;12065;21379;16237;11156;7215;0
248300550;41337;50,9;28,7;27,2;27,3;28,8;0,9;28,2;1,6;4,5;4,2;7882;21012;1396;2767;347;3372;807;489;17;9419;1297;1346;2669;2046;1331;730;0
248400053;68412;52,1;27,9;26,1;29,2;31,1;0,8;32,4;1,8;7,7;7,3;12450;31200;2277;4923;650;4600;1192;913;63;13494;2021;1974;3636;2778;1979;1106;0
248400236;67966;52,3;30,3;29;26,3;28,3;0,9;33,2;1,8;6,8;6,8;14052;35540;2551;5505;759;5237;1399;1075;60;15498;2354;2443;4235;3120;2085;1261;0
248400251;183938;52,6;30,5;28,7;25,9;28,1;1;38,2;1,9;8,5;8,3;44103;102843;7662;20461;2322;13658;3981;3445;;42686;6748;6718;11394;8593;5571;3662;0
248400293;24819;52,2;29,1;27,1;26,6;28,6;0,9;29,4;1,5;3,8;3,5;4443;11891;863;1478;209;1893;429;312;16;5343;740;729;1504;1169;766;435;0
248400319;32360;52,2;27,2;25,2;28,3;30,3;0,8;33,4;1,2;4,6;4,3;5712;14223;1059;2252;248;2153;472;377;28;6107;807;858;1677;1355;918;492;0
248500092;30485;51,4;26,4;25,7;32,2;34,3;0,7;34,4;1;2,2;2,2;5416;13186;769;2371;313;1963;495;452;;5519;670;717;1511;1312;897;412;0
248500589;93148;51,7;31,6;29,6;24,4;26,6;1,1;38,3;1;3;3;20711;49202;2867;9690;901;7253;1842;2331;1834;20391;2754;2947;5682;4576;2951;1481;0
248600157;138923;53,1;36,3;35,1;22,6;24,8;1,1;49,6;1,2;6,2;5,9;41907;78557;5084;26638;2201;7984;2164;4885;11988;26547;4128;4001;7110;5314;3667;2327;0
248600413;53107;52,1;27,9;26,1;30,7;33,3;0,8;37,2;1,6;4,3;4,1;10991;26474;2075;4877;519;3520;962;993;241;11469;1520;1699;3094;2487;1644;1025;0
248719312;206402;52,9;30,2;28,7;27,5;30,2;0,8;45,7;1,2;7,5;7;48658;100628;6608;27028;2991;12031;2915;4934;;37090;5631;5710;9950;7592;4994;3213;0
248800666;21710;52;26,5;24,4;30,8;34,1;0,7;40,6;1,2;3,6;3,5;4302;9971;652;1986;269;1395;345;365;;4008;511;541;1087;903;616;350;0
248900334;46375;52,4;28,6;26,5;28,7;30,9;0,8;39;1,8;8,4;7,5;9658;23946;1843;3964;594;3257;1050;677;95;10466;1517;1604;2840;2253;1424;828;0
248900383;14773;50,9;29,4;27,8;28,2;29,9;0,9;33,6;2,8;6,3;6,6;2769;7320;484;1022;200;1063;353;204;7;3278;484;523;878;719;438;236;0
248900532;63501;52,6;27,8;25,7;29,5;32,1;0,8;39,9;1,3;5,1;5;13117;30501;2209;6075;672;4161;1147;1240;;12579;1804;1887;3396;2640;1770;1082;0
248900938;21539;51,7;29,4;27,1;28,4;30,4;0,9;36,6;2,2;7,5;6,6;3822;9725;671;1494;232;1425;413;264;46;4246;597;658;1125;885;618;363;0
249000019;97042;50,1;31,6;28,8;24,5;27,4;1;40,4;1,8;7,6;7,6;20441;48013;3137;9568;1201;6535;2009;1480;1967;19822;2947;2960;5304;4235;2734;1642;0
249100348;116119;51,6;37,4;35,7;16;17,2;1,9;30,7;4,5;15,8;15,3;26979;73624;5020;10041;1034;10884;4067;1665;2326;34676;5789;5520;9285;6958;4210;2914;0
249100405;123174;49,9;35;32,3;20,6;22,8;1,3;32,6;2,3;10;9,5;26475;65375;3368;12423;671;10013;2878;2034;6368;28201;4138;4281;7748;6014;3791;2229;0
249100470;69951;51,1;34,6;34,1;18;19,3;1,6;32,7;3,6;17,9;17;15412;41858;3147;5464;684;6117;2118;1049;227;19639;3493;3211;5311;3704;2298;1622;0
249100496;102591;51,5;31,5;30,1;20,6;22;1,2;33,4;2,4;15,3;14,6;19325;55763;3406;5794;795;9330;2571;1262;319;26296;4626;4408;7237;4965;3115;1945;0
249100504;138112;50,1;33,2;31,5;19;21,2;1,4;30,2;2,5;11,4;10,3;24396;73145;4804;6592;774;12226;3612;1405;229;35746;5867;5866;9751;6983;4439;2840;0
249100512;91719;52,2;33,3;31,2;21;23,2;1,3;29,2;2,5;10,7;10,2;14944;45128;2978;3927;479;7560;2099;762;167;22123;3329;3494;6138;4599;2805;1758;0
249100520;83378;51,9;34,3;32,4;20,8;22,5;1,3;28,4;3,4;13,5;12,8;15028;43950;3167;4403;512;6946;2226;842;142;21423;3250;3348;5983;4306;2734;1802;0
249100538;65274;50,7;32,8;31,6;19,8;21,3;1,4;27;1,9;7,5;7,1;11201;34003;2058;2855;362;5926;1575;729;60;16521;2576;2577;4450;3474;2161;1283;0
249100579;58848;51,8;39,3;38;15,8;17,3;2,1;30;6,8;22,3;21,5;12499;37483;2775;3686;625;5413;2278;691;107;18906;3201;3109;5104;3598;2276;1618;0
249200015;185132;52;31,3;29,2;22,6;25;1,1;34,5;1,5;8,9;8,9;29480;83025;4557;9983;823;14117;3645;1401;2403;38594;5837;5932;10960;8014;4832;3019;0
249200056;143405;52,8;31,9;30;20,5;22,3;1,2;37,2;2;12,4;12,3;27961;72835;4993;10836;1125;11007;3213;1459;1652;32686;5311;5295;8942;6343;4121;2674;0
249300070;56670;51;40,6;39,5;15,1;15,9;2,2;20,5;9,6;27,9;27,6;12437;37446;2501;3539;933;5464;2355;536;55;18582;2844;2948;4908;3625;2298;1959;0
249300088;414121;49,4;36,7;36,5;14,1;14,8;2,1;33,2;5,5;31,1;28,7;113010;281004;20575;48926;6696;36813;14167;5771;4343;124096;21076;20093;32021;23274;15177;12455;0
249400060;206528;51,2;32,6;30,3;19,1;21,9;1,3;39,4;2,2;15,1;14,7;45366;107899;7544;21007;1836;14979;4338;2887;6176;45686;7748;7336;12246;8731;5617;4008;0
249400086249400094;263885;52,2;33,1;31,6;19,4;21;1,4;33,2;2,8;14,7;14,1;53541;143733;10313;19381;2217;21630;6538;2946;2302;66240;10895;10319;17575;12906;8536;6009;0
24940008694017;182223;51,8;33,4;32;20,2;21,5;1,4;29,1;3,2;15,6;14,7;34350;96032;6769;11329;1220;15032;4409;1680;446;45368;6992;6939;12186;9129;6010;4112;0
249400094;157623;52,4;33,5;31,8;18;19,7;1,5;36,5;2,9;15,7;15,1;35726;91826;6903;14092;1679;13052;4184;2087;2038;41271;7176;6581;10899;7764;5101;3750;0
2494000949407494078;203017;52,1;34,6;32,8;17,3;18,9;1,6;35,4;3,4;18,7;18;47344;123541;9333;18225;2228;17558;5976;2884;2356;56289;9968;8994;14794;10567;6917;5049;0
249500109;199938;51,2;36,9;35,8;15;15,9;1,9;30,4;3,4;13;12,6;46625;124255;8525;17861;1680;18559;6063;3239;4839;57307;9835;9303;15668;11131;6835;4535;0
249500380;167649;51,3;39,4;38,2;15,6;16,6;2,1;24,3;8,8;22,3;21,1;39930;118026;7775;12342;2342;17471;7802;1965;246;58066;9286;9095;15046;11116;7515;6008;0
249500398;85619;52,2;31,6;29,5;22,2;24,2;1,2;30,1;2,1;9,6;9,1;13789;41587;2467;3641;401;7280;1958;662;108;20098;3329;3159;5472;4037;2503;1598;0
249500398249500521;270839;51,8;32,8;31;20,2;21,8;1,3;28,8;2,6;10,2;9,8;47560;143105;8593;12857;1482;24628;6988;2521;;69368;11368;10974;19151;13863;8583;5429;0
249500414;120769;52,8;31,8;29,8;22,3;24,2;1,2;32,4;2,7;10,7;10,3;20915;61056;3981;6153;716;10065;2999;1055;341;29323;4714;4516;8028;5958;3656;2451;0
249500489;35841;50,6;35,5;34,1;17;18,3;1,8;27,5;3,5;10,9;10,3;7303;21333;;2161;;3455;1160;438;;10272;1595;1621;2830;2104;1320;802;0
249500521;185220;51,6;33,3;31,8;19,2;20,8;1,4;28,2;2,8;10,5;10,2;33771;101518;6126;9216;1081;17348;5030;1859;271;49270;8039;7815;13679;9826;6080;3831;0
249710062;78704;53,6;32,8;30,3;21;21,2;1,3;31,1;2,4;4,1;4,3;;;;;;;;;;;;;;;;;0
249710070;82174;53,8;29,5;26,8;27,1;28,4;0,9;35,7;1,9;4,4;4,5;;;;;;;;;;;;;;;;;
249720061;161021;55,3;29,3;26,3;25,2;27;1;39,2;1,7;3,2;3,5;;;;;;;;;;;;;;;;;
249730037;83412;48,3;57,1;58,9;3,9;4,2;12,7;15,4;36,5;42,1;39;;;;;;;;;;;;;;;;;
249730045;123085;51,9;43,9;42;10,8;10,8;3,4;26,6;7,9;32,3;33,8;;;;;;;;;;;;;;;;;
249740077;175874;51,5;37,4;35,3;15,7;16,7;2;25,6;3,8;0,9;1,1;57619;139679;14782;21815;3021;18001;3578;3626;745;60984;8360;8902;15294;12510;9106;6812;0
249740085;125247;51,6;36,8;34,6;17,2;18,2;1,8;27,2;2,7;0,6;0,8;40101;96113;9426;15190;2510;12975;2444;2638;937;40563;5727;6148;10331;8175;6083;4099;0
249740093;124652;51,8;40,7;38,7;14;14,8;2,4;23,1;4,6;0,9;1,1;41337;103435;11518;15484;2206;12129;2917;2764;250;47716;6712;7074;11851;9704;6995;5380;0
249740101;212074;51,1;36,9;35;15,2;16,2;2;24;4,6;1;1,2;65432;159743;17216;24301;2897;21018;4114;3854;320;70300;9587;10106;17581;14617;10758;7651;0
249740119;197256;52,9;37,5;35,7;16,1;17,3;1,9;32,9;3,3;1,9;2,3;66667;155204;17174;28315;3143;18035;3758;4079;3410;67203;9753;9976;16803;13443;9805;7423;0
