Nom structure;Adresse;Code postal;Département;Ville;Année(s) subvention Région;Montant subvention 2000;Montant subvention 2001;Montant subvention 2002;Montant subvention 2003;Montant subvention 2004;Montant subvention 2005;Montant subvention 2006;Montant subvention 2007;Montant subvention 2008;Montant subvention 2009;Montant subvention 2010;Montant subvention 2011;Montant subvention 2012;Montant subvention 2013;wgs84
BIBLIOTHÈQUE MAURICE GENEVOIX;19 rue Tristan Tzara;75018;75;PARIS;;;;;;;;;;;;;;;;48.8949895,2.3637924
BIBLIOTHÈQUE MUNICIPALE;Mairie - Rue d'Adhémar;78740;78;ÉVECQUEMONT;;;;;;;;;;;;;;;;49.0138082,1.9446278
BIBLIOTHÈQUE MUNICIPALE;1 rue de la Brèche;78680;78;ÉPONE;;;;;;;;;;;;;;;;48.9569349,1.8117749
BIBLIOTHÈQUE MUNICIPALE LE KIOSQUE;Rue de la Poste;78440;78;BRUEIL-EN-VEXIN;;;;;;;;;;;;;;;;49.0320545,1.8193313
BIBLIOTHÈQUE FRANÇOIS VILLON;81 boulevard de la Villette;75010;75;PARIS;;;;;;;;;;;;;;;;48.8771491,2.3707509
BIBLIOTHÈQUE MUNICIPALE ANDRÉ MALRAUX;13 rue d'Antony;91370;91;VERRIERES-LE-BUISSON;;;;;;;;;;;;;;;;48.7487062,2.2690949
MÉDIATHÈQUE MUNICIPALE ÉMILE BERGERAT;5 villa Émile Bergerat;92200;92;NEUILLY-SUR-SEINE;;;;;;;;;;;;;;;;48.8819538,2.2735612
BIBLIOTHÈQUE MUNICIPALE;Place du 8 Mai 1945;95500;95;LE-THILLAY;;;;;;;;;;;;;;;;49.0021643,2.4730423
BIBLIOTHÈQUE MUNICIPALE;29 rue de Pontoise;95220;95;HERBLAY;;;;;;;;;;;;;;;;48.9931865,2.1669752
BIBLIOTHÈQUE MUNICIPALE;42 rue André Thome;78120;78;SONCHAMP;;;;;;;;;;;;;;;;48.5763324,1.8765606
MÉDIATHÈQUE MUNICIPALE LA GRANGE;53 ter Grande Rue;91490;91;MOIGNY-SUR-ECOLE;;;;;;;;;;;;;;;;48.4336281,2.4567832
BIBLIOTHÈQUE MUSCILLA;5 rue Moutier;95570;95;MOISSELLES;;;;;;;;;;;;;;;;49.0479488,2.3369817
BIBLIOTHÈQUE MUNICIPALE DE L'ARCATURE;3 rue des Ormessons;77000;77;VAUX-LE-PÉNIL;;;;;;;;;;;;;;;;48.5264808,2.6807066
BIBLIOTHÈQUE HÉLÈNE OUDOUX;13 allée Albert Thomas;91300;91;MASSY;Subvention Région 2006;;;;;;;568717;;;;;;;;48.7363247,2.2612059
BIBLIOTHÈQUE MUNICIPALE ANTOINE DE SAINT-EXUPÉRY;40 boulevard Noël Marc;78570;78;ANDRÉSY;;;;;;;;;;;;;;;;48.9785864,2.0578255
MÉDIATHÈQUE PÔLE DE MEUDON-LA-FORÊT;Place centrale - avenue du Général de Gaulle;92190;92;MEUDON;;;;;;;;;;;;;;;;48.940012,2.5707959
BIBLIOTHÈQUE MUNICIPALE EUGÈNE FLACHAT;6 avenue de la Paix;78230;78;LE-PECQ;;;;;;;;;;;;;;;;48.8965797,2.1113489
BIBLIOTHÈQUE DROUOT;11 rue Drouot;75009;75;PARIS;;;;;;;;;;;;;;;;48.8734566,2.3404298
BIBLIOTHÈQUE CHARLOTTE DELBO;2 passage des Petits Pères;75002;75;PARIS;;;;;;;;;;;;;;;;48.8664578,2.3405837
BIBLIOTHÈQUE MUNICIPALE;26 rue de Lormoy;91310;91;LONGPONT-SUR-ORGE;;;;;;;;;;;;;;;;48.6410217,2.2909744
BIBLIOTHÈQUE GÉRARD MONBILLIARD;Place du Colombier - Allée Jean de la Fontaine;77144;77;CHALIFERT;;;;;;;;;;;;;;;;48.888098,2.77263
BIBLIOTHÈQUE DE QUARTIER BONIN D'ORLY;1 rue Louis Bonin;94310;94;ORLY;;;;;;;;;;;;;;;;48.7431509,2.3957665
BIBLIOTHÈQUE ELSA TRIOLET;Rue Saturne;93600;93;AULNAY-SOUS-BOIS;;;;;;;;;;;;;;;;48.956693,2.5002779
MÉDIATHÈQUE CENTRE-VILLE;4 place de la Légion d'Honneur;93200;93;SAINT-DENIS;;;;;;;;;;;;;;;;48.9349225,2.3580226
BIBLIOTHÈQUE MUNICIPALE MULTIMÉDIA;Jardin des Arts - Place André-Malraux;78100;78;SAINT-GERMAIN-EN-LAYE;Subvention Région 2004;;;;;1325520;;;;;;;;;;48.89697,2.0956396
MÉDIATHÈQUE DES FONTENELLES;Centre commercial des Fontenelles;92000;92;NANTERRE;;;;;;;;;;;;;;;;48.892423,2.215331
BIBLIOTHÈQUE COURONNES;66 rue des Couronnes;75020;75;PARIS;;;;;;;;;;;;;;;;48.8702434,2.3849697
MÉDIATHÈQUE FRANÇOIS MITTERRAND;Esplanade de la République;91940;91;LES-ULIS;;;;;;;;;;;;;;;;48.6427351,2.2298355
BIBLIOTHÈQUE;Mairie - 11 boulevard Ouin;91820;91;BOUTIGNY-SUR-ESSONNE;;;;;;;;;;;;;;;;48.4374465,2.3806402
MÉDIATHÈQUE ANDRÉ BRETON;1 rue Bordier;93300;93;AUBERVILLIERS;;;;;;;;;;;;;;;;48.9030031,2.3887491
BIBLIOTHÈQUE MUNICIPALE;16 rue de la Mairie;78720;78;SAINT-FORGET;;;;;;;;;;;;;;;;48.7100107,1.9934555
BIBLIOTHÈQUE MUNICIPALE PAUL ÉLUARD;Place La Jamais Contente;78260;78;ACHÈRES;;;;;;;;;;;;;;;;48.960796,2.0700219
MÉDIATHÈQUE DON QUICHOTTE;102 avenue du Président Wilson;93200;93;SAINT-DENIS;Subvention Région 2004;;;;;370076;;;;;;;;;;48.9072844,2.358728
MÉDIATHÈQUE ANDRÉ MALRAUX;7 rue Saint-Flaive prolongée;95120;95;ERMONT;Subvention Région 2006;;;;;;;154797;;;;;;;;48.9902904,2.2611465
MÉDIATHÈQUE CENTRE-VILLE;33 rue du Gouverneur Éboué;92131;92;ISSY-LES-MOULINEAUX;;;;;;;;;;;;;;;;48.8260281,2.2701123
MÉDIATHÈQUE MUNICIPALE ELSA TRIOLET;Place Pietrasanta;77270;77;VILLEPARISIS;;;;;;;;;;;;;;;;48.938315,2.614385
BIBLIOTHÈQUE MUNICIPALE RAYMOND QUENEAU;Place Aristide Briand;91470;91;LIMOURS;;;;;;;;;;;;;;;;48.6451447,2.0744047
BIBLIOTHÈQUE LO DUCA;2 rue Gambetta;77920;77;SAMOIS-SUR-SEINE;;;;;;;;;;;;;;;;48.4516958,2.7500969
MÉDIATHÈQUE DE NOISY-LE-GRAND;Espace Michel Simon - 36 rue de la République;93160;93;NOISY-LE-GRAND;;;;;;;;;;;;;;;;48.8458845,2.5540029
BIBLIOTHÈQUE MUNICIPALE;Rue Montbuzy;78490;78;BOISSY-SANS-AVOIR;;;;;;;;;;;;;;;;48.8203629,1.7960169
MÉDIATHÈQUE GUILLAUME APOLLINAIRE;85 boulevard de la République;78400;78;CHATOU;;;;;;;;;;;;;;;;48.8977329,2.1529934
MÉDIATHÈQUE DES QUAIS;36 quai des Carrières;94220;94;CHARENTON-LE-PONT;;;;;;;;;;;;;;;;48.8191218,2.4084632
BIBLIOTHÈQUE DE QUARTIER DES SORBIERS;5 allée des Platanes;92150;92;SURESNES;;;;;;;;;;;;;;;;48.8617525,2.2107658
BIBLIOTHÈQUE COURCELLES;17 ter avenue Beaucour (fond voie privée);75008;75;PARIS;;;;;;;;;;;;;;;;48.856614,2.3522219
BIBLIOTHÈQUE-DISCOTHÈQUE MUNICIPALE;2 rue André Le Nôtre;92350;92;LE-PLESSIS-ROBINSON;;;;;;;;;;;;;;;;48.7786432,2.2543852
MÉDIATHÈQUE DU SEGRAIS;1 boulevard Camille Saint-Saëns;77185;77;LOGNES;Subvention Région 2006;;;;;;;456573;;;;;;;;48.8385282,2.6497716
BIBLIOTHÈQUE MUNICIPALE DU MOUSTIER;1 ter rue du Moustier;77400;77;THORIGNY-SUR-MARNE;;;;;;;;;;;;;;;;48.8841266,2.7132047
BIBLIOTHÈQUE MUNICIPALE;4 bis rue des Écoles;77670;77;VERNOU-LA-CELLE-SUR-SEINE;;;;;;;;;;;;;;;;48.3888891,2.8482453
BIBLIOTHÈQUE MUNICIPALE;2 rue Saint-Germain;77400;77;GOUVERNES;;;;;;;;;;;;;;;;48.8617427,2.6957913
MÉDIATHÈQUE MUNICIPALE;32 rue Gabriel Péri;92120;92;MONTROUGE;;;;;;;;;;;;;;;;48.8183091,2.3209664
BIBLIOTHÈQUE MUNICIPALE JEAN-JACQUES SEMPÉ;Place André Simon;91680;91;BRUYÈRES-LE-CHÂTEL;;;;;;;;;;;;;;;;48.5936359,2.191428
BIBLIOTHÈQUE - DISCOTHÈQUE;59 boulevard Carnot;78110;78;LE-VESINET;;;;;;;;;;;;;;;;48.8933741,2.1344087
MÉDIATHÈQUE PAUL VALÉRY;2 rue de la Division Leclerc;78440;78;GARGENVILLE;;;;;;;;;;;;;;;;48.9913891,1.8101522
BIBLIOTHÈQUE VAUBAN;76 rue Champ Lagarde;78000;78;VERSAILLES;;;;;;;;;;;;;;;;48.8021129,2.1522105
BIBLIOTHÈQUE PASTEUR (VILLEJUIF);48 rue Pasteur;94800;94;VILLEJUIF;;;;;;;;;;;;;;;;48.8049134,2.3653346
BIBLIOTHÈQUE MUNICIPALE;19 rue Adalbert Baut;95590;95;PRESLES;;;;;;;;;;;;;;;;49.1140391,2.2786507
BIBLIOTHÈQUE MUNICIPALE;31 rue des Chariots;95530;95;LA-FRETTE-SUR-SEINE;;;;;;;;;;;;;;;;48.9792268,2.1816214
BIBLIOTHÈQUE MUNICIPALE;2 avenue de Gisors;95750;95;CHARS;;;;;;;;;;;;;;;;49.1604345,1.937039
BIBLIOTHÈQUE MUNICIPALE;26 rue Victor Hugo;77810;77;THOMERY;;;;;;;;;;;;;;;;48.4080919,2.7857688
BIBLIOTHÈQUE MUNICIPALE;7 place de l'Église;77890;77;BEAUMONT-DU-GÂTINAIS;;;;;;;;;;;;;;;;48.135889,2.4735892
BIBLIOTHÈQUE;2 rue Philisbourg;91800;91;BRUNOY;;;;;;;;;;;;;;;;48.6979985,2.5058116
BIBLIOTHÈQUE MUNICIPALE;27 rue Jacob;91670;91;ANGERVILLE;;;;;;;;;;;;;;;;48.3116926,1.9962329
BIBLIOTHÈQUE MUNICIPALE;2 chemin Sous la Ville;78730;78;ROCHEFORT-EN-YVELINES;;;;;;;;;;;;;;;;48.587836,1.9883936
BIBLIOTHÈQUE MUNICIPALE LA BARBACANE;Place du 8 Mai 1945;78650;78;BEYNES;;;;;;;;;;;;;;;;48.855911,1.8753182
BIBLIOTHÈQUE FLACHAT;49 rue Henri Martin;92600;92;ASNIÈRES-SUR-SEINE;;;;;;;;;;;;;;;;48.9099677,2.2741467
MÉDIATHÈQUE DU CANAL;Quai François Truffaut - Saint-Quentin-en-Yvelines;78180;78;MONTIGNY-LE-BRETONNEUX;;;;;;;;;;;;;;;;48.7833218,2.0418327
BIBLIOTHÈQUE MUNICIPALE GEORGE SAND;Place des Prieurs;77230;77;DAMMARTIN-EN-GOËLE;;;;;;;;;;;;;;;;49.054824,2.683399
MÉDIATHÈQUE MUNICIPALE;1 place Victor Hugo;91250;91;SAINT-GERMAIN-LÈS-CORBEIL;;;;;;;;;;;;;;;;48.6361576,2.4381765
MÉDIATHÈQUE GEORGE SAND;5 place de la Victoire;91120;91;PALAISEAU;;;;;;;;;;;;;;;;48.7119452,2.2431919
BIBLIOTHÈQUE MUNICIPALE;60 rue de la Bussière;77610;77;LA-HOUSSAYE-EN-BRIE;;;;;;;;;;;;;;;;48.7545116,2.8747432
BIBLIOTHÈQUE MUNICIPALE;6 rue de la Gare;77970;77;BANNOST-VILLEGAGNON;;;;;;;;;;;;;;;;48.6785678,3.1917119
BIBLIOTHÈQUE MUNICIPALE;16 rue Jacques Durand;77210;77;AVON;;;;;;;;;;;;;;;;48.4135993,2.734295
BIBLIOTHÈQUE ANNEXE DES LOUVRAIS;5 rue Robert Schuman;95300;95;PONTOISE;;;;;;;;;;;;;;;;49.0592705,2.0886416
MÉDIATHÈQUE LES AMIS DU PETIT PRINCE;Le Pigeonnier;91750;91;CHEVANNES;;;;;;;;;;;;;;;;48.533489,2.444371
MÉDIATHÈQUE MUNICIPALE;5 rue Ledru-Rollin;92150;92;SURESNES;;;;;;;;;;;;;;;;48.8704153,2.2288934
MÉDIATHÈQUE DE LA FERME DES COMMUNES;8 boulevard Robert Thiboust;77700;77;SERRIS;;;;;;;;;;;;;;;;48.8430427,2.793577
BIBLIOTHÉQUE MUNICIPALE;3 avenue de la République;91420;91;MORANGIS;;;;;;;;;;;;;;;;48.7047926,2.3349884
BIBLIOTHÈQUE MUNICIPALE;78 rue de Meaux;93410;93;VAUJOURS;;;;;;;;;;;;;;;;48.9348917,2.5686137
BIBLIOTHÈQUE FRANÇOIS MITTERRAND;46 avenue Jean Jaurès;93315;93;LE-PRÉ-SAINT-GERVAIS;;;;;;;;;;;;;;;;48.8833404,2.4081871
BIBLIOTHÈQUE DUMONT;12 boulevard Galliéni;93600;93;AULNAY-SOUS-BOIS;;;;;;;;;;;;;;;;48.9303436,2.495746
BIBLIOTHÈQUE ANNEXE DE MARCOUVILLE;22 résidence Hauts de Marcouville;95300;95;PONTOISE;;;;;;;;;;;;;;;;49.0510881,2.081043
MÉDIATHÈQUE CONDORCET;1 rue de la Poste;91070;91;BONDOUFLE;;;;;;;;;;;;;;;;48.6137448,2.3775997
BIBLIOTHÈQUE DE MOTORDU;École Jean Sarrailh - 33 rue des Raguenets;95210;95;SAINT-GRATIEN;;;;;;;;;;;;;;;;48.9606431,2.286904
BIBLIOTHÈQUE MUNICIPALE;63 avenue Henri Barbusse;91270;91;VIGNEUX-SUR-SEINE;;;;;;;;;;;;;;;;48.7000655,2.4192743
MÉDIATHÈQUE MUNICIPALE;60 rue Gounod - jardin des Avelines;92210;92;SAINT-CLOUD;;;;;;;;;;;;;;;;48.847647,2.208115
MÉDIATHÈQUE MUNICIPALE MAUPASSANT;64 rue Édouard Vaillant;95870;95;BEZONS;Subvention Région 2011;;;;;;;;;;;;308000;;;48.9270966,2.2149026
MÉDIATHÈQUE CHENONCEAU;10 rue Winston Churchill;77100;77;MEAUX;;;;;;;;;;;;;;;;48.9502076,2.904335
MÉDIATHÈQUE D'ALFORTVILLE;Pôle Culturel - Parvis des Arts;94140;94;ALFORTVILLE;Subvention Région 2004;;;;;1372041;;;;;;;;;;48.8060443,2.4232581
BIBLIOTHÈQUE LOUIS ARAGON;6 place Louis Aragon;92701;92;COLOMBES;;;;;;;;;;;;;;;;48.9148817,2.2293563
BIBLIOTHÈQUE MUNICIPALE ALBERT CAMUS;25 rue du Commerce;95610;95;ÉRAGNY;;;;;;;;;;;;;;;;49.0192039,2.0986253
MÉDIATHÈQUE JACQUES PRÉVERT;4 place du Miroir d'eau;77176;77;SAVIGNY-LE-TEMPLE;;;;;;;;;;;;;;;;48.6017326,2.5667523
BIBLIOTHÈQUE MUNICIPALE;Rue Creuse;77930;77;SAINT-SAUVEUR-SUR-ÉCOLE;;;;;;;;;;;;;;;;48.4990613,2.5421123
MÉDIATHÈQUE ALEXANDRE DUMAS;8 avenue Gilbert Fergant;91220;91;LE-PLESSIS-PATE;Subvention Région 2012;;;;;;;;;;;;;400045;;48.6126648,2.3254082
BIBLIOTHEQUE DU VAL;Rue Marc Sangnier;91200;91;ATHIS-MONS;;;;;;;;;;;;;;;;48.6997994,2.3853895
MÉDIATHÈQUE JOHN LENNON;9 avenue du Général Leclerc;93120;93;LA-COURNEUVE;Subvention Région 2011;;;;;;;;;;;;138600;;;48.9262446,2.3775337
BIBLIOTHÈQUE GERMAINE TILLON;6 rue du Commandant Schloesing;75016;75;PARIS;;;;;;;;;;;;;;;;48.8618183,2.2845272
BIBLIOTHÈQUE MUNICIPALE;13 rue du Général Leclerc - Clachaloze;78270;78;GOMMECOURT;;;;;;;;;;;;;;;;49.0644264,1.603215
BIBLIOTHÈQUE DES PRÉS-AUX-BOIS;29 rue de l’Ecole des postes;78000;78;VERSAILLES;;;;;;;;;;;;;;;;48.8025959,2.160562
BIBLIOTHÈQUE DE PORCHEFONTAINE;86 rue Yves le Coz;78000;78;VERSAILLES;;;;;;;;;;;;;;;;48.7948687,2.1550629
BIBLIOTHÈQUE GEORGES BRASSENS;38 rue Gassendi;75014;75;PARIS;;;;;;;;;;;;;;;;48.8339554,2.3255196
BIBLIOTHÈQUE INTERCOMMUNALE;15 rue Robert Schuman;95400;95;ARNOUVILLE-LES-GONESSE;;;;;;;;;;;;;;;;48.989701,2.4200522
MÉDIATHÈQUE DE LOZÈRE;58 rue du Moulin;91120;91;PALAISEAU;;;;;;;;;;;;;;;;48.7031855,2.2109924
MÉDIATHÈQUE DU VAL D'EUROPE;2 place d'Ariane;77700;77;SERRIS;;;;;;;;;;;;;;;;48.8552334,2.7750292
MÉDIATHÈQUE GEORGES DUHAMEL;Square Brieussel-Bourgeois;78200;78;MANTES-LA-JOLIE;;;;;;;;;;;;;;;;48.9882484,1.7143392
MÉDIATHÈQUE;6 place du Château de Sainte-Barbe;92260;92;FONTENAY-AUX-ROSES;;;;;;;;;;;;;;;;48.7903527,2.2908805
MÉDIATHÈQUE MUNICIPALE DE L'ORANGERIE;4 allée André Benoist;77410;77;CLAYE-SOUILLY;;;;;;;;;;;;;;;;48.9470996,2.6876029
MÉDIATHÈQUE MARIE CURIE;2 avenue Saint-Saëns;91240;91;SAINT-MICHEL-SUR-ORGE;;;;;;;;;;;;;;;;48.6377813,2.3149909
BIBLIOTHÈQUE MUNICIPALE;26 rue Grande;77250;77;ÉPISY;;;;;;;;;;;;;;;;48.3342879,2.7846346
BIBLIOTHÈQUE DE LA CROIX DES MECHES;MJC Club de Créteil Rue Charpy;94000;94;CRETEIL;;;;;;;;;;;;;;;;48.7873231,2.4527428
BIBLIOTHÈQUE CYRANO DE BERGERAC;Rue des Bleuets;93390;93;CLICHY-SOUS-BOIS;;;;;;;;;;;;;;;;48.9173631,2.545326
BIBLIOTHÈQUE INTERCOMMUNALE;40 rue Maurice Berteaux;78410;78;BOUAFLE;;;;;;;;;;;;;;;;48.9637453,1.8990544
MÉDIATHÈQUE LOUIS ARAGON;17 rue Pierre Mendès France;94600;94;CHOISY-LE-ROI;;;;;;;;;;;;;;;;48.7269118,2.4452551
BIBLIOTHÉQUE MUNICIPALE;12 boulevard du Général de Gaulle;91660;91;MEREVILLE;;;;;;;;;;;;;;;;48.318641,2.085648
MÉDIATHÈQUE MUNICIPALE;"Centre culturel ""côté cour"" - 86 rue de Paris";77127;77;LIEUSAINT;Subvention Région 2008;;;;;;;;;308000;;;;;;48.6298535,2.5542821
BIBLIOTHÈQUE MUSSET;20 rue Musset;75016;75;PARIS;;;;;;;;;;;;;;;;48.8420999,2.2633768
BIBLIOTHÈQUE MUNICIPALE DES DEUX RIVES;2 avenue des Vignes Benettes;78230;78;LE-PECQ;;;;;;;;;;;;;;;;48.8806767,2.0966074
MÉDIATHÈQUE MUNICIPALE;10 avenue du Maréchal Leclerc;94430;94;CHENNEVIERES-SUR-MARNE;;;;;;;;;;;;;;;;48.7963845,2.5317438
BIBLIOTHÈQUE MUNICIPALE;Place du 8 Mai 1945;78330;78;FONTENAY-LE-FLEURY;;;;;;;;;;;;;;;;48.7854533,2.0563093
MÉDIATHÈQUE ILE SAINT-PIERRE;148 rue Etienne Dolet;94140;94;ALFORTVILLE;;;;;;;;;;;;;;;;48.7860831,2.426222
MÉDIATHÈQUE MUNICIPALE ARTURO LOPEZ;68 rue de Longchamp;92200;92;NEUILLY-SUR-SEINE;;;;;;;;;;;;;;;;48.8799045,2.2527044
MÉDIATHÈQUE GEORGES BRASSENS;7 avenue du Maréchal Foch;91400;91;ORSAY;;;;;;;;;;;;;;;;48.699235,2.1892076
BIBLIOTHÈQUE MUNICIPALE;17 rue du Docteur Battesti - Mairie;77760;77;LA-CHAPELLE-LA-REINE;;;;;;;;;;;;;;;;48.3163246,2.5693974
BIBLIOTHÈQUE MICHELINE BRINON;1 rue des Vergers;77400;77;SAINT-THIBAULT-DES-VIGNES;;;;;;;;;;;;;;;;48.8690543,2.6815784
MÉDIATHÈQUE DES CITÉS UNIES;1 place Paul Desphelipon;77176;77;SAVIGNY-LE-TEMPLE;Subvention Région 2005;;;;;;659452;;;;;;;;;48.5813468,2.5829356
BIBLIOTHÈQUE ROBERT DESNOS;14 boulevard Rouget de Lisle;93100;93;MONTREUIL;;;;;;;;;;;;;;;;48.8614398,2.4406209
MÉDIATHÈQUE ANNEXE DE MONTCONSEIL;76 boulevard Henri Dunant;91107;91;CORBEIL-ESSONNES;;;;;;;;;;;;;;;;48.5982005,2.4794333
MÉDIATHÈQUE EUGÈNE DELACROIX;29 rue du Maréchal Leclerc;94410;94;SAINT-MAURICE;;;;;;;;;;;;;;;;48.8181319,2.4220989
BIBLIOTHÈQUE DE L'UNIVERSITÉ INTER AGES;6 impasse des Gendarmes;78000;78;VERSAILLES;;;;;;;;;;;;;;;;48.8004364,2.1309471
BIBLIOTHÈQUE MUNICIPALE;Grande Rue;77520;77;LUISETAINES;;;;;;;;;;;;;;;;48.467725,3.180569
BIBLIOTHÈQUE MUNICIPALE;11 avenue Galliéni;77590;77;BOIS-LE-ROI;;;;;;;;;;;;;;;;48.4748263,2.6913319
MEDIATHEQUE DE LA FERME SAINTE-GENEVIÈVE;4 rue des Labours;77700;77;MAGNY-LE-HONGRE;;;;;;;;;;;;;;;;48.8643165,2.8132275
MÉDIATHÈQUE ANNEXE DES TARTERETS;1 rue Henri Matisse;91107;91;CORBEIL-ESSONNES;;;;;;;;;;;;;;;;48.6137863,2.463625
BIBLIOTHÈQUE DE BUTRY-SUR-OISE;Place Pierre Blanchard;95430;95;BUTRY-SUR-OISE;;;;;;;;;;;;;;;;49.085028,2.195376
BIBLIOTHÈQUE MUNICIPALE HENRI MARLE;7 allée des Noisetiers;95670;95;MARLY-LA-VILLE;;;;;;;;;;;;;;;;49.0917513,2.5052926
BIBLIOTHÈQUE CHAPTAL;26 rue Chaptal;75009;75;PARIS;;;;;;;;;;;;;;;;48.8814478,2.332445
MÉDIATHÈQUE MUNICIPALE GABRIEL PERI;57 rue Gabriel Péri;92300;92;LEVALLOIS-PERRET;;;;;;;;;;;;;;;;48.8939903,2.2859913
BIBLIOTHÈQUE MUNICIPALE;26 Grande Rue;77370;77;VIEUX-CHAMPAGNE;;;;;;;;;;;;;;;;48.5786116,3.1383187
BIBLIOTHÈQUE MUNICIPALE;13 rue de l'Église;77650;77;JUTIGNY;;;;;;;;;;;;;;;;48.4987642,3.2324441
BIBLIOTHÈQUE MUNICIPALE;Place de l'Église;77650;77;CHALMAISON;;;;;;;;;;;;;;;;48.4824576,3.2513764
BIBLIOTHÈQUE MUNICIPALE;Espace mutil-culturel - Rue Georges Clemenceau;77590;77;CHARTRETTES;;;;;;;;;;;;;;;;48.4912247,2.6965154
MÉDIATHÈQUE MUNICIPALE;Espace Culturel Condorcet - 21 rue Maurice Sabatier;91170;91;VIRY-CHÂTILLON;;;;;;;;;;;;;;;;48.6718748,2.3722808
